class	Structured comment name	Requirement	schemasheets cardinality	cardinality	recommended	in_subset	github ticket	Example
HydrocarbonResourcesFluidsSwabs	field	C				packages_tab		
HydrocarbonResourcesFluidsSwabs	hc_produced	M				packages_tab		Gas
HydrocarbonResourcesFluidsSwabs	hcr	M				packages_tab		Oil Sand
HydrocarbonResourcesFluidsSwabs	hcr_fw_salinity	C				packages_tab		
HydrocarbonResourcesFluidsSwabs	hcr_geol_age	C				packages_tab		Silurian
HydrocarbonResourcesFluidsSwabs	hcr_pressure	X				packages_tab		
HydrocarbonResourcesFluidsSwabs	hcr_temp	C				packages_tab		150-295 degree Celsius
HydrocarbonResourcesFluidsSwabs	iw_bt_date_well	X				packages_tab		5/11/18
HydrocarbonResourcesFluidsSwabs	iwf	M				packages_tab		
HydrocarbonResourcesFluidsSwabs	lithology	C				packages_tab		Volcanic
HydrocarbonResourcesFluidsSwabs	magnesium	X				packages_tab		52.8 micromole per kilogram
HydrocarbonResourcesFluidsSwabs	misc_param	X				packages_tab		Bicarbonate ion concentration;2075 micromole per kilogram
HydrocarbonResourcesFluidsSwabs	nitrate	M				packages_tab		65 micromole per liter
HydrocarbonResourcesFluidsSwabs	nitrite	C				packages_tab		0.5 micromole per liter
HydrocarbonResourcesFluidsSwabs	org_count_qpcr_info	X				packages_tab		
HydrocarbonResourcesFluidsSwabs	organism_count	C				packages_tab		total prokaryotes;3.5e7 cells per milliliter;qPCR
HydrocarbonResourcesFluidsSwabs	oxy_stat_samp	X				packages_tab		aerobic
HydrocarbonResourcesFluidsSwabs	ph	C				packages_tab		7.2
HydrocarbonResourcesFluidsSwabs	potassium	X				packages_tab		463 milligram per liter
HydrocarbonResourcesFluidsSwabs	pour_point	X				packages_tab		
HydrocarbonResourcesFluidsSwabs	pressure	X				packages_tab		50 atmosphere
HydrocarbonResourcesFluidsSwabs	prod_rate	C				packages_tab		
HydrocarbonResourcesFluidsSwabs	prod_start_date	C				packages_tab		5/11/18
HydrocarbonResourcesFluidsSwabs	project_name	M				packages_tab		Forest soil metagenome
HydrocarbonResourcesFluidsSwabs	reservoir	C				packages_tab		
HydrocarbonResourcesFluidsSwabs	resins_pc	C				packages_tab		
HydrocarbonResourcesFluidsSwabs	salinity	X				packages_tab		25 practical salinity unit
HydrocarbonResourcesFluidsSwabs	samp_collect_point	M				packages_tab		well
HydrocarbonResourcesFluidsSwabs	samp_loc_corr_rate	C				packages_tab		
HydrocarbonResourcesFluidsSwabs	samp_name	M				packages_tab		ISDsoil1
HydrocarbonResourcesFluidsSwabs	samp_preserv	X				packages_tab		
HydrocarbonResourcesFluidsSwabs	samp_store_dur	X				packages_tab		P1Y6M
HydrocarbonResourcesFluidsSwabs	samp_store_loc	X				packages_tab		Freezer no:5
HydrocarbonResourcesFluidsSwabs	samp_store_temp	X				packages_tab		-80 degree Celsius
HydrocarbonResourcesFluidsSwabs	samp_subtype	C				packages_tab		biofilm
HydrocarbonResourcesFluidsSwabs	samp_transport_cond	X				packages_tab		5 days;-20 degree Celsius
HydrocarbonResourcesFluidsSwabs	samp_type	M				packages_tab		built environment sample [GENEPIO:0001248]
HydrocarbonResourcesFluidsSwabs	samp_vol_we_dna_ext	C				packages_tab		1500 milliliter
HydrocarbonResourcesFluidsSwabs	samp_well_name	C				packages_tab		
HydrocarbonResourcesFluidsSwabs	saturates_pc	C				packages_tab		
HydrocarbonResourcesFluidsSwabs	sodium	X				packages_tab		10.5 milligram per liter
HydrocarbonResourcesFluidsSwabs	sulfate	M				packages_tab		5 micromole per liter
HydrocarbonResourcesFluidsSwabs	sulfate_fw	C				packages_tab		
HydrocarbonResourcesFluidsSwabs	sulfide	M				packages_tab		2 micromole per liter
HydrocarbonResourcesFluidsSwabs	suspend_solids	X				packages_tab		
HydrocarbonResourcesFluidsSwabs	tan	C				packages_tab		
HydrocarbonResourcesFluidsSwabs	temp	M				packages_tab		25 degree Celsius
HydrocarbonResourcesFluidsSwabs	toluene	C				packages_tab		
HydrocarbonResourcesFluidsSwabs	tot_iron	C				packages_tab		
HydrocarbonResourcesFluidsSwabs	tot_nitro	X				packages_tab		50 micromole per liter
HydrocarbonResourcesFluidsSwabs	tot_phosp	X				packages_tab		0.03 milligram per liter
HydrocarbonResourcesFluidsSwabs	tot_sulfur	C				packages_tab		
HydrocarbonResourcesFluidsSwabs	tvdss_of_hcr_press	X				packages_tab		
HydrocarbonResourcesFluidsSwabs	tvdss_of_hcr_temp	X				packages_tab		
HydrocarbonResourcesFluidsSwabs	vfa	C				packages_tab		
HydrocarbonResourcesFluidsSwabs	vfa_fw	C				packages_tab		
HydrocarbonResourcesFluidsSwabs	viscosity	X				packages_tab		
HydrocarbonResourcesFluidsSwabs	water_cut	M				packages_tab		
HydrocarbonResourcesFluidsSwabs	water_prod_rate	C				packages_tab		
HydrocarbonResourcesFluidsSwabs	win	C				packages_tab		
HydrocarbonResourcesFluidsSwabs	xylene	C				packages_tab		
MicrobialMatBiofilm	alkalinity	X				packages_tab		50 milligram per liter
MicrobialMatBiofilm	alkyl_diethers	X				packages_tab		0.005 mole per liter
MicrobialMatBiofilm	aminopept_act	X				packages_tab		0.269 mole per liter per hour
MicrobialMatBiofilm	ammonium	X				packages_tab		1.5 milligram per liter
MicrobialMatBiofilm	bacteria_carb_prod	X				packages_tab		2.53 microgram per liter per hour
MicrobialMatBiofilm	biomass	X				packages_tab		total;20 gram
MicrobialMatBiofilm	bishomohopanol	X				packages_tab		14 microgram per liter
MicrobialMatBiofilm	bromide	X				packages_tab		0.05 parts per million
MicrobialMatBiofilm	calcium	X				packages_tab		0.2 micromole per liter
MicrobialMatBiofilm	carb_nitro_ratio	X				packages_tab		0.417361111
MicrobialMatBiofilm	chem_administration	X				packages_tab		agar [CHEBI:2509];2018-05-11T20:00Z
MicrobialMatBiofilm	chloride	X				packages_tab		5000 milligram per liter
MicrobialMatBiofilm	chlorophyll	X				packages_tab		5 milligram per cubic meter
MicrobialMatBiofilm	depth	C				packages_tab		10 meter
MicrobialMatBiofilm	diether_lipids	X				packages_tab		0.2 nanogram per liter
MicrobialMatBiofilm	diss_carb_dioxide	X				packages_tab		5 milligram per liter
MicrobialMatBiofilm	diss_hydrogen	X				packages_tab		0.3 micromole per liter
MicrobialMatBiofilm	diss_inorg_carb	X				packages_tab		2059 micromole per kilogram
MicrobialMatBiofilm	diss_org_carb	X				packages_tab		197 micromole per liter
MicrobialMatBiofilm	diss_org_nitro	X				packages_tab		0.05 micromole per liter
MicrobialMatBiofilm	diss_oxygen	X				packages_tab		175 micromole per kilogram
MicrobialMatBiofilm	elev	C				packages_tab		100 meter
MicrobialMatBiofilm	glucosidase_act	X				packages_tab		5 mol per liter per hour
MicrobialMatBiofilm	magnesium	X				packages_tab		52.8 micromole per kilogram
MicrobialMatBiofilm	mean_frict_vel	X				packages_tab		0.5 meter per second
MicrobialMatBiofilm	mean_peak_frict_vel	X				packages_tab		1 meter per second
MicrobialMatBiofilm	methane	X				packages_tab		0.15 micromole per liter
MicrobialMatBiofilm	misc_param	X				packages_tab		Bicarbonate ion concentration;2075 micromole per kilogram
MicrobialMatBiofilm	n_alkanes	X				packages_tab		n-hexadecane;100 milligram per liter
MicrobialMatBiofilm	nitrate	X				packages_tab		65 micromole per liter
MicrobialMatBiofilm	nitrite	X				packages_tab		0.5 micromole per liter
MicrobialMatBiofilm	nitro	X				packages_tab		4.2 micromole per liter
MicrobialMatBiofilm	org_carb	X				packages_tab		1.5 microgram per liter
MicrobialMatBiofilm	org_matter	X				packages_tab		1.75 milligram per cubic meter
MicrobialMatBiofilm	org_nitro	X				packages_tab		4 micromole per liter
MicrobialMatBiofilm	organism_count	X				packages_tab		total prokaryotes;3.5e7 cells per milliliter;qPCR
MicrobialMatBiofilm	oxy_stat_samp	X				packages_tab		aerobic
MicrobialMatBiofilm	part_org_carb	X				packages_tab		1.92 micromole per liter
MicrobialMatBiofilm	perturbation	X				packages_tab		antibiotic addition;R2/2018-05-11T14:30Z/2018-05-11T19:30Z/P1H30M
MicrobialMatBiofilm	petroleum_hydrocarb	X				packages_tab		0.05 micromole per liter
MicrobialMatBiofilm	ph	X				packages_tab		7.2
MicrobialMatBiofilm	phaeopigments	X				packages_tab		2.5 milligram per cubic meter
MicrobialMatBiofilm	phosphate	X				packages_tab		0.7 micromole per liter
MicrobialMatBiofilm	phosplipid_fatt_acid	X				packages_tab		2.98 milligram per liter
MicrobialMatBiofilm	potassium	X				packages_tab		463 milligram per liter
MicrobialMatBiofilm	pressure	X				packages_tab		50 atmosphere
MicrobialMatBiofilm	project_name	M				packages_tab		Forest soil metagenome
MicrobialMatBiofilm	redox_potential	X				packages_tab		300 millivolt
MicrobialMatBiofilm	salinity	X				packages_tab		25 practical salinity unit
MicrobialMatBiofilm	samp_name	M				packages_tab		ISDsoil1
MicrobialMatBiofilm	samp_store_dur	X				packages_tab		P1Y6M
MicrobialMatBiofilm	samp_store_loc	X				packages_tab		Freezer no:5
MicrobialMatBiofilm	samp_store_temp	X				packages_tab		-80 degree Celsius
MicrobialMatBiofilm	samp_vol_we_dna_ext	X				packages_tab		1500 milliliter
MicrobialMatBiofilm	silicate	X				packages_tab		0.05 micromole per liter
MicrobialMatBiofilm	sodium	X				packages_tab		10.5 milligram per liter
MicrobialMatBiofilm	sulfate	X				packages_tab		5 micromole per liter
MicrobialMatBiofilm	sulfide	X				packages_tab		2 micromole per liter
MicrobialMatBiofilm	temp	X				packages_tab		25 degree Celsius
MicrobialMatBiofilm	tot_carb	X				packages_tab		
MicrobialMatBiofilm	tot_nitro_content	X				packages_tab		
MicrobialMatBiofilm	tot_org_carb	X				packages_tab		
MicrobialMatBiofilm	turbidity	X				packages_tab		0.3 nephelometric turbidity units
MicrobialMatBiofilm	water_content	X				packages_tab		
MiscellaneousNaturalOrArtificialEnvironment	alkalinity	X				packages_tab		50 milligram per liter
MiscellaneousNaturalOrArtificialEnvironment	alt	C				packages_tab		100 meter
MiscellaneousNaturalOrArtificialEnvironment	ammonium	X				packages_tab		1.5 milligram per liter
MiscellaneousNaturalOrArtificialEnvironment	biomass	X				packages_tab		total;20 gram
MiscellaneousNaturalOrArtificialEnvironment	bromide	X				packages_tab		0.05 parts per million
MiscellaneousNaturalOrArtificialEnvironment	calcium	X				packages_tab		0.2 micromole per liter
MiscellaneousNaturalOrArtificialEnvironment	chem_administration	X				packages_tab		agar [CHEBI:2509];2018-05-11T20:00Z
MiscellaneousNaturalOrArtificialEnvironment	chloride	X				packages_tab		5000 milligram per liter
MiscellaneousNaturalOrArtificialEnvironment	chlorophyll	X				packages_tab		5 milligram per cubic meter
MiscellaneousNaturalOrArtificialEnvironment	density	X				packages_tab		1000 kilogram per cubic meter
MiscellaneousNaturalOrArtificialEnvironment	depth	C				packages_tab		10 meter
MiscellaneousNaturalOrArtificialEnvironment	diether_lipids	X				packages_tab		0.2 nanogram per liter
MiscellaneousNaturalOrArtificialEnvironment	diss_carb_dioxide	X				packages_tab		5 milligram per liter
MiscellaneousNaturalOrArtificialEnvironment	diss_hydrogen	X				packages_tab		0.3 micromole per liter
MiscellaneousNaturalOrArtificialEnvironment	diss_inorg_carb	X				packages_tab		2059 micromole per kilogram
MiscellaneousNaturalOrArtificialEnvironment	diss_org_nitro	X				packages_tab		0.05 micromole per liter
MiscellaneousNaturalOrArtificialEnvironment	diss_oxygen	X				packages_tab		175 micromole per kilogram
MiscellaneousNaturalOrArtificialEnvironment	elev	C				packages_tab		100 meter
MiscellaneousNaturalOrArtificialEnvironment	misc_param	X				packages_tab		Bicarbonate ion concentration;2075 micromole per kilogram
MiscellaneousNaturalOrArtificialEnvironment	nitrate	X				packages_tab		65 micromole per liter
MiscellaneousNaturalOrArtificialEnvironment	nitrite	X				packages_tab		0.5 micromole per liter
MiscellaneousNaturalOrArtificialEnvironment	nitro	X				packages_tab		4.2 micromole per liter
MiscellaneousNaturalOrArtificialEnvironment	org_carb	X				packages_tab		1.5 microgram per liter
MiscellaneousNaturalOrArtificialEnvironment	org_matter	X				packages_tab		1.75 milligram per cubic meter
MiscellaneousNaturalOrArtificialEnvironment	org_nitro	X				packages_tab		4 micromole per liter
MiscellaneousNaturalOrArtificialEnvironment	organism_count	X				packages_tab		total prokaryotes;3.5e7 cells per milliliter;qPCR
MiscellaneousNaturalOrArtificialEnvironment	oxy_stat_samp	X				packages_tab		aerobic
MiscellaneousNaturalOrArtificialEnvironment	perturbation	X				packages_tab		antibiotic addition;R2/2018-05-11T14:30Z/2018-05-11T19:30Z/P1H30M
MiscellaneousNaturalOrArtificialEnvironment	ph	X				packages_tab		7.2
MiscellaneousNaturalOrArtificialEnvironment	phosphate	X				packages_tab		0.7 micromole per liter
MiscellaneousNaturalOrArtificialEnvironment	phosplipid_fatt_acid	X				packages_tab		2.98 milligram per liter
MiscellaneousNaturalOrArtificialEnvironment	potassium	X				packages_tab		463 milligram per liter
MiscellaneousNaturalOrArtificialEnvironment	pressure	X				packages_tab		50 atmosphere
MiscellaneousNaturalOrArtificialEnvironment	project_name	M				packages_tab		Forest soil metagenome
MiscellaneousNaturalOrArtificialEnvironment	salinity	X				packages_tab		25 practical salinity unit
MiscellaneousNaturalOrArtificialEnvironment	samp_name	M				packages_tab		ISDsoil1
MiscellaneousNaturalOrArtificialEnvironment	samp_store_dur	X				packages_tab		P1Y6M
MiscellaneousNaturalOrArtificialEnvironment	samp_store_loc	X				packages_tab		Freezer no:5
MiscellaneousNaturalOrArtificialEnvironment	samp_store_temp	X				packages_tab		-80 degree Celsius
MiscellaneousNaturalOrArtificialEnvironment	samp_vol_we_dna_ext	X				packages_tab		1500 milliliter
MiscellaneousNaturalOrArtificialEnvironment	silicate	X				packages_tab		0.05 micromole per liter
MiscellaneousNaturalOrArtificialEnvironment	sodium	X				packages_tab		10.5 milligram per liter
MiscellaneousNaturalOrArtificialEnvironment	sulfate	X				packages_tab		5 micromole per liter
MiscellaneousNaturalOrArtificialEnvironment	sulfide	X				packages_tab		2 micromole per liter
MiscellaneousNaturalOrArtificialEnvironment	temp	X				packages_tab		25 degree Celsius
MiscellaneousNaturalOrArtificialEnvironment	water_current	X				packages_tab		10 cubic meter per second
PlantAssociated	air_temp_regm	X				packages_tab		25 degree Celsius;R2/2018-05-11T14:30/2018-05-11T19:30/P1H30M
PlantAssociated	ances_data	X				packages_tab		A/3*B
PlantAssociated	antibiotic_regm	X				packages_tab		penicillin;5 milligram;R2/2018-05-11T14:30/2018-05-11T19:30/P1H30M
PlantAssociated	biol_stat	X				packages_tab		natural
PlantAssociated	biotic_regm	X				packages_tab		sample inoculated with Rhizobium spp. Culture
PlantAssociated	chem_administration	X				packages_tab		agar [CHEBI:2509];2018-05-11T20:00Z
PlantAssociated	chem_mutagen	X				packages_tab		nitrous acid;0.5 milligram per liter;R2/2018-05-11T14:30/2018-05-11T19:30/P1H30M
PlantAssociated	climate_environment	X				packages_tab		tropical climate;R2/2018-05-11T14:30/2018-05-11T19:30/P1H30M
PlantAssociated	cult_root_med	X				packages_tab		http://himedialabs.com/TD/PT158.pdf
PlantAssociated	depth	C				packages_tab		10 meter
PlantAssociated	elev	C				packages_tab		100 meter
PlantAssociated	fertilizer_regm	X				packages_tab		urea;0.6 milligram per liter;R2/2018-05-11:T14:30/2018-05-11T19:30/P1H30M
PlantAssociated	fungicide_regm	X				packages_tab		bifonazole;1 mole per liter;R2/2018-05-11T14:30/2018-05-11T19:30/P1H30M
PlantAssociated	gaseous_environment	X				packages_tab		nitric oxide;0.5 micromole per liter;R2/2018-05-11T14:30/2018-05-11T19:30/P1H30M
PlantAssociated	genetic_mod	X				packages_tab		aox1A transgenic
PlantAssociated	gravity	X				packages_tab		12 g;R2/2018-05-11T14:30/2018-05-11T19:30/P1H30M
PlantAssociated	growth_facil	X				packages_tab		Growth chamber [CO_715:0000189]
PlantAssociated	growth_habit	X				packages_tab		spreading
PlantAssociated	growth_hormone_regm	X				packages_tab		abscisic acid;0.5 milligram per liter;R2/2018-05-11T14:30/2018-05-11T19:30/P1H30M
PlantAssociated	herbicide_regm	X				packages_tab		atrazine;10 milligram per liter;R2/2018-05-11T14:30/2018-05-11T19:30/P1H30M
PlantAssociated	host_age	X				packages_tab		10 days
PlantAssociated	host_common_name	X				packages_tab		rice
PlantAssociated	host_disease_stat	X				packages_tab		downy mildew
PlantAssociated	host_dry_mass	X				packages_tab		500 gram
PlantAssociated	host_genotype	X				packages_tab		Ts
PlantAssociated	host_height	X				packages_tab		1 meter
PlantAssociated	host_length	X				packages_tab		1 meter
PlantAssociated	host_life_stage	X				packages_tab		adult
PlantAssociated	host_phenotype	X				packages_tab		seed pod; green [PATO:0000320]
PlantAssociated	host_subspecf_genlin	X				packages_tab	#227 & #256	"serovar:Newport, variety:glabrum, cultivar: Red Delicious"
PlantAssociated	host_symbiont	X				packages_tab		flukeworms
PlantAssociated	host_taxid	X				packages_tab		4530
PlantAssociated	host_tot_mass	X				packages_tab		2500 gram
PlantAssociated	host_wet_mass	X				packages_tab		1500 gram
PlantAssociated	humidity_regm	X				packages_tab		25 gram per cubic meter;R2/2018-05-11T14:30/2018-05-11T19:30/P1H30M
PlantAssociated	light_regm	X				packages_tab		incandescant light;10 lux;450 nanometer
PlantAssociated	mechanical_damage	X				packages_tab		pruning;bark
PlantAssociated	mineral_nutr_regm	X				packages_tab		potassium;15 gram;R2/2018-05-11T14:30/2018-05-11T19:30/P1H30M
PlantAssociated	misc_param	X				packages_tab		Bicarbonate ion concentration;2075 micromole per kilogram
PlantAssociated	misc_param	X				packages_tab		Bicarbonate ion concentration;2075 micromole per kilogram
PlantAssociated	non_min_nutr_regm	X				packages_tab		carbon dioxide;10 mole per liter;R2/2018-05-11T14:30/2018-05-11T19:30/P1H30M
PlantAssociated	organism_count	X				packages_tab		total prokaryotes;3.5e7 cells per milliliter;qPCR
PlantAssociated	oxy_stat_samp	X				packages_tab		aerobic
PlantAssociated	perturbation	X				packages_tab		antibiotic addition;R2/2018-05-11T14:30Z/2018-05-11T19:30Z/P1H30M
PlantAssociated	pesticide_regm	X				packages_tab		pyrethrum;0.6 milligram per liter;R2/2018-05-11T14:30/2018-05-11T19:30/P1H30M
PlantAssociated	ph_regm	X				packages_tab		7.6;R2/2018-05-11:T14:30/2018-05-11T19:30/P1H30M
PlantAssociated	plant_growth_med	X				packages_tab		hydroponic plant culture media [EO:0007067]
PlantAssociated	plant_product	X				packages_tab		xylem sap [PO:0025539]
PlantAssociated	plant_sex	X				packages_tab		Hermaphroditic
PlantAssociated	plant_struc	X				packages_tab		epidermis [PO:0005679]
PlantAssociated	project_name	M				packages_tab		Forest soil metagenome
PlantAssociated	radiation_regm	X				packages_tab		gamma radiation;60 gray;R2/2018-05-11T14:30/2018-05-11T19:30/P1H30M
PlantAssociated	rainfall_regm	X				packages_tab		15 millimeter;R2/2018-05-11T14:30/2018-05-11T19:30/P1H30M
PlantAssociated	root_cond	X				packages_tab		http://himedialabs.com/TD/PT158.pdf
PlantAssociated	root_med_carbon	X				packages_tab		sucrose
PlantAssociated	root_med_macronutr	X				packages_tab		KH2PO4;170 milligram per liter
PlantAssociated	root_med_micronutr	X				packages_tab		H3BO3;6.2 milligram per liter
PlantAssociated	root_med_ph	X				packages_tab		7.5
PlantAssociated	root_med_regl	X				packages_tab		abscisic acid;0.75 milligram per liter
PlantAssociated	root_med_solid	X				packages_tab		agar
PlantAssociated	root_med_suppl	X				packages_tab		nicotinic acid;0.5 milligram per liter
PlantAssociated	salinity	X				packages_tab		25 practical salinity unit
PlantAssociated	salt_regm	X				packages_tab		NaCl;5 gram per liter;R2/2018-05-11T14:30/2018-05-11T19:30/P1H30M
PlantAssociated	samp_capt_status	X				packages_tab		farm sample
PlantAssociated	samp_dis_stage	X				packages_tab		infection
PlantAssociated	samp_name	M				packages_tab		ISDsoil1
PlantAssociated	samp_store_dur	X				packages_tab		P1Y6M
PlantAssociated	samp_store_loc	X				packages_tab		Freezer no:5
PlantAssociated	samp_store_temp	X				packages_tab		-80 degree Celsius
PlantAssociated	samp_vol_we_dna_ext	X				packages_tab		1500 milliliter
PlantAssociated	season_environment	X				packages_tab		rainy;R2/2018-05-11T14:30/2018-05-11T19:30/P1H30M
PlantAssociated	standing_water_regm	X				packages_tab		standing water;R2/2018-05-11T14:30/2018-05-11T19:30/P1H30M
PlantAssociated	temp	X				packages_tab		25 degree Celsius
PlantAssociated	tiss_cult_growth_med	X				packages_tab		https://link.springer.com/content/pdf/10.1007/BF02796489.pdf
PlantAssociated	water_temp_regm	X				packages_tab		15 degree Celsius;R2/2018-05-11T14:30/2018-05-11T19:30/P1H30M
PlantAssociated	watering_regm	X				packages_tab		1 liter;R2/2018-05-11T14:30/2018-05-11T19:30/P1H30M
Sediment	alkalinity	X				packages_tab		50 milligram per liter
Sediment	alkyl_diethers	X				packages_tab		0.005 mole per liter
Sediment	aminopept_act	X				packages_tab		0.269 mole per liter per hour
Sediment	ammonium	X				packages_tab		1.5 milligram per liter
Sediment	bacteria_carb_prod	X				packages_tab		2.53 microgram per liter per hour
Sediment	biomass	X				packages_tab		total;20 gram
Sediment	bishomohopanol	X				packages_tab		14 microgram per liter
Sediment	bromide	X				packages_tab		0.05 parts per million
Sediment	calcium	X				packages_tab		0.2 micromole per liter
Sediment	carb_nitro_ratio	X				packages_tab		0.417361111
Sediment	chem_administration	X				packages_tab		agar [CHEBI:2509];2018-05-11T20:00Z
Sediment	chloride	X				packages_tab		5000 milligram per liter
Sediment	chlorophyll	X				packages_tab		5 milligram per cubic meter
Sediment	density	X				packages_tab		1000 kilogram per cubic meter
Sediment	depth	M				packages_tab		10 meter
Sediment	diether_lipids	X				packages_tab		0.2 nanogram per liter
Sediment	diss_carb_dioxide	X				packages_tab		5 milligram per liter
Sediment	diss_hydrogen	X				packages_tab		0.3 micromole per liter
Sediment	diss_inorg_carb	X				packages_tab		2059 micromole per kilogram
Sediment	diss_org_carb	X				packages_tab		197 micromole per liter
Sediment	diss_org_nitro	X				packages_tab		0.05 micromole per liter
Sediment	diss_oxygen	X				packages_tab		175 micromole per kilogram
Sediment	elev	C				packages_tab		100 meter
Sediment	glucosidase_act	X				packages_tab		5 mol per liter per hour
Sediment	magnesium	X				packages_tab		52.8 micromole per kilogram
Sediment	mean_frict_vel	X				packages_tab		0.5 meter per second
Sediment	mean_peak_frict_vel	X				packages_tab		1 meter per second
Sediment	methane	X				packages_tab		0.15 micromole per liter
Sediment	misc_param	X				packages_tab		Bicarbonate ion concentration;2075 micromole per kilogram
Sediment	n_alkanes	X				packages_tab		n-hexadecane;100 milligram per liter
Sediment	nitrate	X				packages_tab		65 micromole per liter
Sediment	nitrite	X				packages_tab		0.5 micromole per liter
Sediment	nitro	X				packages_tab		4.2 micromole per liter
Sediment	org_carb	X				packages_tab		1.5 microgram per liter
Sediment	org_matter	X				packages_tab		1.75 milligram per cubic meter
Sediment	org_nitro	X				packages_tab		4 micromole per liter
Sediment	organism_count	X				packages_tab		total prokaryotes;3.5e7 cells per milliliter;qPCR
Sediment	oxy_stat_samp	X				packages_tab		aerobic
Sediment	part_org_carb	X				packages_tab		1.92 micromole per liter
Sediment	particle_class	X				packages_tab		
Sediment	perturbation	X				packages_tab		antibiotic addition;R2/2018-05-11T14:30Z/2018-05-11T19:30Z/P1H30M
Sediment	petroleum_hydrocarb	X				packages_tab		0.05 micromole per liter
Sediment	ph	X				packages_tab		7.2
Sediment	phaeopigments	X				packages_tab		2.5 milligram per cubic meter
Sediment	phosphate	X				packages_tab		0.7 micromole per liter
Sediment	phosplipid_fatt_acid	X				packages_tab		2.98 milligram per liter
Sediment	porosity	X				packages_tab		
Sediment	potassium	X				packages_tab		463 milligram per liter
Sediment	pressure	X				packages_tab		50 atmosphere
Sediment	project_name	M				packages_tab		Forest soil metagenome
Sediment	redox_potential	X				packages_tab		300 millivolt
Sediment	salinity	X				packages_tab		25 practical salinity unit
Sediment	samp_name	M				packages_tab		ISDsoil1
Sediment	samp_store_dur	X				packages_tab		P1Y6M
Sediment	samp_store_loc	X				packages_tab		Freezer no:5
Sediment	samp_store_temp	X				packages_tab		-80 degree Celsius
Sediment	samp_vol_we_dna_ext	X				packages_tab		1500 milliliter
Sediment	sediment_type	X				packages_tab		biogenous
Sediment	silicate	X				packages_tab		0.05 micromole per liter
Sediment	sodium	X				packages_tab		10.5 milligram per liter
Sediment	sulfate	X				packages_tab		5 micromole per liter
Sediment	sulfide	X				packages_tab		2 micromole per liter
Sediment	temp	X				packages_tab		25 degree Celsius
Sediment	tidal_stage	X				packages_tab		high tide
Sediment	tot_carb	X				packages_tab		
Sediment	tot_depth_water_col	X				packages_tab		500 meter
Sediment	tot_nitro_content	X				packages_tab		
Sediment	tot_org_carb	X				packages_tab		
Sediment	turbidity	X				packages_tab		0.3 nephelometric turbidity units
Sediment	water_content	X				packages_tab		
Soil	agrochem_addition	X				packages_tab		roundup;5 milligram per liter;2018-06-21
Soil	al_sat	X				packages_tab		
Soil	al_sat_meth	X				packages_tab		
Soil	annual_precpt	X				packages_tab		
Soil	annual_temp	X				packages_tab		12.5 degree Celsius
Soil	crop_rotation	X				packages_tab		yes;R2/2017-01-01/2018-12-31/P6M
Soil	cur_land_use	X				packages_tab		conifers
Soil	cur_vegetation	X				packages_tab		
Soil	cur_vegetation_meth	X				packages_tab		
Soil	depth	M				packages_tab		10 meter
Soil	drainage_class	X				packages_tab		well
Soil	elev	M				packages_tab		100 meter
Soil	extreme_event	X				packages_tab		
Soil	fao_class	X				packages_tab		Luvisols
Soil	fire	X				packages_tab		
Soil	flooding	X				packages_tab		
Soil	heavy_metals	X				packages_tab		mercury;0.09 micrograms per gram
Soil	heavy_metals_meth	X				packages_tab		
Soil	horizon_meth	X				packages_tab		
Soil	link_addit_analys	X				packages_tab		
Soil	link_class_info	X				packages_tab		
Soil	link_climate_info	X				packages_tab		
Soil	local_class	X				packages_tab		
Soil	local_class_meth	X				packages_tab		
Soil	micro_biomass_meth	X				packages_tab		
Soil	microbial_biomass	X				packages_tab		
Soil	misc_param	X				packages_tab		Bicarbonate ion concentration;2075 micromole per kilogram
Soil	org_matter	X				packages_tab		1.75 milligram per cubic meter
Soil	org_nitro	X				packages_tab		4 micromole per liter
Soil	ph	X				packages_tab		7.2
Soil	ph_meth	X				packages_tab		
Soil	pool_dna_extracts	X				packages_tab		yes;5
Soil	prev_land_use_meth	X				packages_tab		
Soil	previous_land_use	X				packages_tab		
Soil	profile_position	X				packages_tab		summit
Soil	project_name	M				packages_tab		Forest soil metagenome
Soil	salinity_meth	X				packages_tab		
Soil	samp_name	M				packages_tab		ISDsoil1
Soil	samp_vol_we_dna_ext	X				packages_tab		1500 milliliter
Soil	season_precpt	X				packages_tab		
Soil	season_temp	X				packages_tab		18 degree Celsius
Soil	sieving	X				packages_tab		
Soil	slope_aspect	X				packages_tab		
Soil	slope_gradient	X				packages_tab		
Soil	soil_horizon	X				packages_tab		A horizon
Soil	soil_text_measure	X				packages_tab		
Soil	soil_texture_meth	X				packages_tab		
Soil	soil_type	X				packages_tab		plinthosol [ENVO:00002250]
Soil	soil_type_meth	X				packages_tab		
Soil	store_cond	X				packages_tab		-20 degree Celsius freezer;P2Y10D
Soil	temp	X				packages_tab		25 degree Celsius
Soil	tillage	X				packages_tab		chisel
Soil	tot_nitro_cont_meth	X				packages_tab		
Soil	tot_nitro_content	X				packages_tab		
Soil	tot_org_c_meth	X				packages_tab		
Soil	tot_org_carb	X				packages_tab		
Soil	water_cont_soil_meth	X				packages_tab		
Soil	water_content	X				packages_tab		
SymbiontAssociated	alt	C				packages_tab		100 meter
SymbiontAssociated	association_duration	X				packages_tab	#181	
SymbiontAssociated	chem_administration	X				packages_tab		
